2021#9#9 11#4#52       |      237.62             |     195.15            |    0.00      
2021#9#9 11#4#54       |      237.42             |     194.75            |    0.00      
2021#9#9 11#5#6       |      236.22             |     192.71            |    0.00      
2021#9#9 11#5#8       |      236.00             |     192.40            |    0.00      
2021#9#9 11#5#20       |      234.78             |     190.58            |    0.00      
2021#9#9 11#5#22       |      234.58             |     190.27            |    0.00      
2021#9#9 11#5#34       |      233.45             |     188.52            |    0.00      
2021#9#9 11#5#36       |      233.26             |     188.24            |    0.00      
2021#9#9 11#5#48       |      232.39             |     186.67            |    0.00      
2021#9#9 11#5#50       |      232.22             |     186.44            |    0.00      
2021#9#9 11#6#2       |      231.48             |     185.05            |    0.00      
2021#9#9 11#6#4       |      231.41             |     184.85            |    0.00      
2021#9#9 11#6#16       |      230.99             |     183.77            |    0.00      
2021#9#9 11#6#18       |      230.94             |     183.60            |    0.00      
2021#9#9 11#6#31       |      230.51             |     182.60            |    0.00      
2021#9#9 11#6#33       |      230.45             |     182.45            |    0.00      
2021#9#9 11#6#45       |      230.04             |     181.54            |    0.00      
2021#9#9 11#6#47       |      229.96             |     181.39            |    0.00      
2021#9#9 11#7#0       |      229.57             |     180.56            |    0.00      
2021#9#9 11#7#2       |      229.50             |     180.42            |    0.00      
2021#9#9 11#7#15       |      229.10             |     179.64            |    0.00      
2021#9#9 11#7#17       |      229.04             |     179.51            |    0.00      
2021#9#9 11#7#29       |      228.61             |     178.75            |    0.00      
2021#9#9 11#7#31       |      228.56             |     178.63            |    0.00      
2021#9#9 11#7#44       |      228.13             |     177.92            |    0.00      
2021#9#9 11#7#46       |      228.08             |     177.81            |    0.00      
2021#9#9 11#7#59       |      227.67             |     177.15            |    0.00      
2021#9#9 11#8#1       |      227.60             |     177.04            |    0.00      
2021#9#9 11#8#12       |      227.20             |     176.44            |    0.00      
2021#9#9 11#8#14       |      227.12             |     176.34            |    0.00      
2021#9#9 11#8#27       |      226.72             |     175.73            |    0.00      
2021#9#9 11#8#29       |      226.64             |     175.64            |    0.00      
2021#9#9 11#8#41       |      226.24             |     175.08            |    0.00      
2021#9#9 11#8#43       |      226.16             |     174.99            |    0.00      
2021#9#9 11#8#55       |      225.77             |     174.48            |    0.00      
2021#9#9 11#8#57       |      225.69             |     174.39            |    0.00      
2021#9#9 11#9#10       |      225.26             |     173.88            |    0.00      
2021#9#9 11#9#12       |      225.18             |     173.80            |    0.00      
2021#9#9 11#9#24       |      224.80             |     173.36            |    0.00      
2021#9#9 11#9#26       |      224.72             |     173.28            |    0.00      
2021#9#9 11#9#38       |      224.32             |     172.84            |    0.00      
2021#9#9 11#9#40       |      224.25             |     172.78            |    0.00      
2021#9#9 11#9#52       |      223.88             |     172.39            |    0.00      
2021#9#9 11#9#54       |      223.80             |     172.33            |    0.00      
2021#9#9 11#10#7       |      223.41             |     171.95            |    0.00      
2021#9#9 11#10#9       |      223.34             |     171.89            |    0.00      
2021#9#9 11#10#21       |      222.91             |     171.52            |    0.00      
2021#9#9 11#10#23       |      222.86             |     171.46            |    0.00      
2021#9#9 11#10#35       |      222.45             |     171.14            |    0.00      
2021#9#9 11#10#37       |      222.38             |     171.08            |    0.00      
2021#9#9 11#10#49       |      222.00             |     170.77            |    0.00      
2021#9#9 11#10#51       |      221.94             |     170.72            |    0.00      
2021#9#9 11#11#4       |      221.55             |     170.43            |    0.00      
2021#9#9 11#11#6       |      221.50             |     170.38            |    0.00      
2021#9#9 11#11#17       |      221.15             |     170.13            |    0.00      
2021#9#9 11#11#19       |      221.10             |     170.09            |    0.00      
2021#9#9 11#11#31       |      220.19             |     169.75            |    0.00      
2021#9#9 11#11#33       |      219.94             |     169.66            |    0.00      
2021#9#9 11#11#45       |      218.55             |     169.10            |    0.00      
2021#9#9 11#11#47       |      218.33             |     169.01            |    0.00      
2021#9#9 11#11#59       |      217.03             |     168.48            |    0.00      
2021#9#9 11#12#1       |      216.82             |     168.39            |    0.00      
2021#9#9 11#12#14       |      214.93             |     167.71            |    0.00      
2021#9#9 11#12#16       |      214.61             |     167.56            |    0.00      
2021#9#9 11#12#28       |      211.06             |     164.21            |    0.00      
2021#9#9 11#12#30       |      210.42             |     162.85            |    0.00      
2021#9#9 11#12#42       |      206.43             |     153.59            |    0.00      
2021#9#9 11#12#44       |      205.65             |     151.84            |    0.00      
2021#9#9 11#12#57       |      200.95             |     138.89            |    0.00      
2021#9#9 11#12#59       |      200.20             |     136.26            |    0.00      
2021#9#9 11#13#10       |      195.90             |     117.67            |    0.00      
2021#9#9 11#13#12       |      195.18             |     113.90            |    0.00      
2021#9#9 11#13#24       |      191.27             |     86.79            |    0.00      
2021#9#9 11#13#26       |      190.60             |     84.43            |    0.00      
2021#9#9 11#13#38       |      186.64             |     81.50            |    0.00      
2021#9#9 11#13#40       |      186.03             |     81.46            |    0.00      
2021#9#9 11#13#52       |      182.54             |     81.78            |    0.00      
2021#9#9 11#13#54       |      181.98             |     81.80            |    0.00      
2021#9#9 11#14#6       |      178.62             |     81.79            |    0.00      
2021#9#9 11#14#8       |      178.06             |     81.77            |    0.00      
2021#9#9 11#14#20       |      174.78             |     81.67            |    0.00      
2021#9#9 11#14#22       |      174.20             |     81.65            |    0.00      
2021#9#9 11#14#34       |      170.89             |     81.64            |    0.00      
2021#9#9 11#14#37       |      170.34             |     81.64            |    0.00      
2021#9#9 11#14#48       |      167.03             |     81.68            |    0.00      
2021#9#9 11#14#50       |      166.47             |     81.68            |    0.00      
2021#9#9 11#15#3       |      163.10             |     81.70            |    0.00      
2021#9#9 11#15#5       |      162.54             |     81.71            |    0.00      
2021#9#9 11#15#17       |      159.15             |     81.70            |    0.00      
2021#9#9 11#15#19       |      158.57             |     81.69            |    0.00      
2021#9#9 11#15#30       |      154.87             |     81.68            |    0.00      
2021#9#9 11#15#32       |      154.19             |     81.69            |    0.00      
2021#9#9 11#15#44       |      150.20             |     81.83            |    0.00      
2021#9#9 11#15#46       |      149.53             |     81.83            |    0.00      
2021#9#9 11#15#59       |      145.14             |     81.77            |    0.00      
2021#9#9 11#16#1       |      144.43             |     81.76            |    0.00      
2021#9#9 11#16#13       |      140.03             |     81.67            |    0.00      
2021#9#9 11#16#15       |      139.29             |     81.65            |    0.00      
2021#9#9 11#16#27       |      134.23             |     81.67            |    0.00      
2021#9#9 11#16#29       |      133.29             |     81.64            |    0.00      
2021#9#9 11#16#41       |      125.94             |     81.66            |    0.00      
2021#9#9 11#16#43       |      124.37             |     81.73            |    0.00      
2021#9#9 11#16#55       |      111.59             |     81.87            |    0.00      
2021#9#9 11#16#57       |      108.41             |     81.88            |    0.00      
2021#9#9 11#17#9       |      102.15             |     80.86            |    0.00      
2021#9#9 11#17#11       |      102.88             |     80.65            |    0.00      
2021#9#9 11#17#23       |      100.64             |     79.26            |    0.00      
2021#9#9 11#17#25       |      100.16             |     79.17            |    0.00      
2021#9#9 11#17#37       |      92.41             |     79.07            |    0.00      
2021#9#9 11#17#39       |      91.23             |     79.02            |    0.00      
2021#9#9 11#17#51       |      86.05             |     78.80            |    0.00      
2021#9#9 11#17#53       |      85.55             |     78.74            |    0.00      
2021#9#9 11#18#5       |      83.66             |     77.93            |    0.00      
2021#9#9 11#18#7       |      83.54             |     77.78            |    0.00      
2021#9#9 11#18#19       |      82.71             |     77.20            |    0.00      
2021#9#9 11#18#21       |      82.65             |     77.15            |    0.00      
2021#9#9 11#18#33       |      82.08             |     77.08            |    0.00      
2021#9#9 11#18#35       |      82.00             |     77.17            |    0.00      
2021#9#9 11#18#48       |      81.60             |     77.80            |    0.00      
2021#9#9 11#18#50       |      81.55             |     77.78            |    0.00      
2021#9#9 11#19#2       |      81.23             |     77.66            |    0.00      
2021#9#9 11#19#4       |      81.18             |     77.62            |    0.00      
2021#9#9 11#19#16       |      80.89             |     77.59            |    0.00      
2021#9#9 11#19#18       |      80.84             |     77.54            |    0.00      
2021#9#9 11#19#30       |      80.62             |     77.17            |    0.00      
2021#9#9 11#19#32       |      80.61             |     77.26            |    0.00      
2021#9#9 11#19#44       |      80.36             |     77.49            |    0.00      
2021#9#9 11#19#46       |      80.33             |     77.48            |    0.00      
2021#9#9 11#19#58       |      80.13             |     77.34            |    0.00      
2021#9#9 11#20#0       |      80.10             |     77.33            |    0.00      
2021#9#9 11#20#12       |      79.92             |     77.42            |    0.00      
2021#9#9 11#20#14       |      79.90             |     77.41            |    0.00      
2021#9#9 11#20#26       |      79.72             |     77.31            |    0.00      
2021#9#9 11#20#28       |      79.70             |     77.34            |    0.00      
2021#9#9 11#20#40       |      79.56             |     77.49            |    0.00      
2021#9#9 11#20#42       |      79.52             |     77.51            |    0.00      
2021#9#9 11#20#54       |      79.36             |     77.39            |    0.00      
2021#9#9 11#20#56       |      79.33             |     77.41            |    0.00      
2021#9#9 11#21#8       |      79.21             |     77.50            |    0.00      
2021#9#9 11#21#10       |      79.18             |     77.56            |    0.00      
2021#9#9 11#21#22       |      79.05             |     77.57            |    0.00      
2021#9#9 11#21#24       |      79.02             |     77.58            |    0.00      
2021#9#9 11#21#36       |      78.93             |     78.71            |    0.00      
2021#9#9 11#21#38       |      78.91             |     78.77            |    0.00      
2021#9#9 11#21#50       |      78.81             |     78.89            |    0.00      
2021#9#9 11#21#52       |      78.81             |     78.92            |    0.00      
2021#9#9 11#22#5       |      78.73             |     78.83            |    0.00      
2021#9#9 11#22#7       |      78.72             |     78.81            |    0.00      
2021#9#9 11#22#19       |      78.64             |     78.86            |    0.00      
2021#9#9 11#22#21       |      78.62             |     78.80            |    0.00      
2021#9#9 11#22#33       |      78.54             |     78.73            |    0.00      
2021#9#9 11#22#35       |      78.54             |     78.80            |    0.00      
2021#9#9 11#22#47       |      78.50             |     78.75            |    0.00      
2021#9#9 11#22#49       |      78.49             |     78.74            |    0.00      
2021#9#9 11#23#1       |      78.41             |     78.71            |    0.00      
2021#9#9 11#23#3       |      78.41             |     78.72            |    0.00      
2021#9#9 11#23#15       |      78.37             |     78.84            |    0.00      
2021#9#9 11#23#17       |      78.35             |     78.84            |    0.00      
2021#9#9 11#23#29       |      78.30             |     78.70            |    0.00      
2021#9#9 11#23#31       |      78.30             |     78.78            |    0.00      
2021#9#9 11#23#44       |      78.22             |     78.69            |    0.00      
2021#9#9 11#23#46       |      78.22             |     78.67            |    0.00      
2021#9#9 11#23#58       |      78.22             |     78.95            |    0.00      
2021#9#9 11#24#0       |      78.21             |     78.93            |    0.00      
2021#9#9 11#24#12       |      78.16             |     78.78            |    0.00      
2021#9#9 11#24#14       |      78.15             |     78.82            |    0.00      
2021#9#9 11#24#26       |      78.13             |     78.92            |    0.00      
2021#9#9 11#24#28       |      78.13             |     78.90            |    0.00      
2021#9#9 11#24#40       |      78.08             |     78.83            |    0.00      
2021#9#9 11#24#42       |      78.08             |     78.86            |    0.00      
2021#9#9 11#24#54       |      78.05             |     78.83            |    0.00      
2021#9#9 11#24#56       |      78.05             |     78.79            |    0.00      
2021#9#9 11#25#8       |      78.00             |     78.69            |    0.00      
2021#9#9 11#25#11       |      77.99             |     78.74            |    0.00      
2021#9#9 11#25#23       |      77.99             |     78.82            |    0.00      
2021#9#9 11#25#25       |      77.99             |     78.86            |    0.00      
2021#9#9 11#25#37       |      77.99             |     78.89            |    0.00      
2021#9#9 11#25#39       |      77.98             |     78.87            |    0.00      
2021#9#9 11#25#51       |      77.95             |     78.77            |    0.00      
2021#9#9 11#25#53       |      77.95             |     78.74            |    0.00      
2021#9#9 11#26#5       |      77.93             |     78.72            |    0.00      
2021#9#9 11#26#7       |      77.93             |     78.73            |    0.00      
2021#9#9 11#26#19       |      77.93             |     78.86            |    0.00      
2021#9#9 11#26#21       |      77.92             |     78.82            |    0.00      
2021#9#9 11#26#33       |      77.92             |     78.86            |    0.00      
2021#9#9 11#26#35       |      77.92             |     78.88            |    0.00      
2021#9#9 11#26#47       |      77.94             |     78.87            |    0.00      
2021#9#9 11#26#49       |      77.94             |     78.86            |    0.00      
2021#9#9 11#27#1       |      77.94             |     78.85            |    0.00      
2021#9#9 11#27#3       |      77.94             |     78.86            |    0.00      
2021#9#9 11#27#15       |      77.93             |     78.84            |    0.00      
2021#9#9 11#27#17       |      77.93             |     78.83            |    0.00      
2021#9#9 11#27#29       |      77.91             |     78.80            |    0.00      
2021#9#9 11#27#31       |      77.92             |     78.79            |    0.00      
2021#9#9 11#27#43       |      77.89             |     78.78            |    0.00      
2021#9#9 11#27#45       |      77.89             |     78.77            |    0.00      
2021#9#9 11#27#57       |      77.89             |     78.79            |    0.00      
2021#9#9 11#27#59       |      77.90             |     78.79            |    0.00      
2021#9#9 11#28#11       |      77.89             |     78.82            |    0.00      
2021#9#9 11#28#13       |      77.89             |     78.82            |    0.00      
2021#9#9 11#28#25       |      77.88             |     78.77            |    0.00      
2021#9#9 11#28#27       |      77.87             |     78.76            |    0.00      
2021#9#9 11#28#39       |      77.86             |     78.69            |    0.00      
2021#9#9 11#28#41       |      77.87             |     78.69            |    0.00      
2021#9#9 11#28#53       |      77.86             |     78.74            |    0.00      
2021#9#9 11#28#55       |      77.86             |     78.74            |    0.00      
2021#9#9 11#29#7       |      77.86             |     78.75            |    0.00      
2021#9#9 11#29#9       |      77.86             |     78.75            |    0.00      
2021#9#9 11#29#21       |      77.85             |     78.67            |    0.00      
2021#9#9 11#29#23       |      77.85             |     78.70            |    0.00      
2021#9#9 11#29#35       |      77.78             |     78.49            |    0.00      
2021#9#9 11#29#37       |      77.82             |     78.39            |    0.00      
2021#9#9 11#29#49       |      78.16             |     78.18            |    0.00      
2021#9#9 11#29#51       |      78.22             |     78.21            |    0.00      
2021#9#9 11#30#3       |      78.62             |     78.41            |    0.00      
2021#9#9 11#30#5       |      78.69             |     78.44            |    0.00      
2021#9#9 11#30#17       |      79.06             |     78.63            |    0.00      
2021#9#9 11#30#19       |      79.12             |     78.66            |    0.00      
2021#9#9 11#30#31       |      79.46             |     78.84            |    0.00      
2021#9#9 11#30#33       |      79.52             |     78.87            |    0.00      
2021#9#9 11#30#46       |      79.86             |     79.06            |    0.00      
2021#9#9 11#30#48       |      79.91             |     79.09            |    0.00      
2021#9#9 11#31#0       |      80.22             |     79.27            |    0.00      
2021#9#9 11#31#2       |      80.27             |     79.30            |    0.00      
2021#9#9 11#31#14       |      80.57             |     79.48            |    0.00      
2021#9#9 11#31#16       |      80.62             |     79.51            |    0.00      
2021#9#9 11#31#28       |      80.91             |     79.68            |    0.00      
2021#9#9 11#31#30       |      80.96             |     79.72            |    0.00      
2021#9#9 11#31#42       |      81.24             |     79.89            |    0.00      
2021#9#9 11#31#44       |      81.29             |     79.92            |    0.00      
2021#9#9 11#31#56       |      81.57             |     80.09            |    0.00      
2021#9#9 11#31#58       |      81.61             |     80.12            |    0.00      
2021#9#9 11#32#10       |      81.89             |     80.30            |    0.00      
2021#9#9 11#32#12       |      81.94             |     80.32            |    0.00      
2021#9#9 11#32#24       |      82.23             |     80.50            |    0.00      
2021#9#9 11#32#26       |      82.27             |     80.53            |    0.00      
2021#9#9 11#32#39       |      82.56             |     80.72            |    0.00      
2021#9#9 11#32#41       |      82.61             |     80.74            |    0.00      
2021#9#9 11#32#53       |      82.89             |     80.92            |    0.00      
2021#9#9 11#32#55       |      82.94             |     80.95            |    0.00      
2021#9#9 11#33#7       |      83.21             |     81.12            |    0.00      
2021#9#9 11#33#9       |      83.25             |     81.15            |    0.00      
2021#9#9 11#33#21       |      83.52             |     81.32            |    0.00      
2021#9#9 11#33#23       |      83.57             |     81.35            |    0.00      
2021#9#9 11#33#35       |      83.83             |     81.52            |    0.00      
2021#9#9 11#33#37       |      83.88             |     81.55            |    0.00      
2021#9#9 11#33#49       |      84.14             |     81.72            |    0.00      
2021#9#9 11#33#51       |      84.19             |     81.74            |    0.00      
2021#9#9 11#34#3       |      84.45             |     81.92            |    0.00      
2021#9#9 11#34#5       |      84.50             |     81.94            |    0.00      
2021#9#9 11#34#17       |      84.76             |     82.11            |    0.00      
2021#9#9 11#34#19       |      84.81             |     82.14            |    0.00      
2021#9#9 11#34#31       |      85.07             |     82.31            |    0.00      
2021#9#9 11#34#33       |      85.11             |     82.33            |    0.00      
2021#9#9 11#34#45       |      85.38             |     82.50            |    0.00      
2021#9#9 11#34#47       |      85.42             |     82.53            |    0.00      
2021#9#9 11#34#59       |      85.68             |     82.70            |    0.00      
2021#9#9 11#35#1       |      85.72             |     82.73            |    0.00      
2021#9#9 11#35#13       |      85.98             |     82.90            |    0.00      
2021#9#9 11#35#16       |      86.03             |     82.92            |    0.00      
2021#9#9 11#35#28       |      86.28             |     83.09            |    0.00      
2021#9#9 11#35#30       |      86.33             |     83.12            |    0.00      
2021#9#9 11#35#42       |      86.58             |     83.29            |    0.00      
2021#9#9 11#35#44       |      86.63             |     83.32            |    0.00      
2021#9#9 11#35#56       |      86.88             |     83.48            |    0.00      
2021#9#9 11#35#58       |      86.93             |     83.51            |    0.00      
2021#9#9 11#36#10       |      87.18             |     83.67            |    0.00      
2021#9#9 11#36#12       |      87.22             |     83.70            |    0.00      
2021#9#9 11#36#24       |      87.48             |     83.87            |    0.00      
2021#9#9 11#36#26       |      87.52             |     83.90            |    0.00      
2021#9#9 11#36#38       |      87.77             |     84.06            |    0.00      
2021#9#9 11#36#40       |      87.81             |     84.09            |    0.00      
2021#9#9 11#36#52       |      88.08             |     84.26            |    0.00      
2021#9#9 11#36#54       |      88.12             |     84.29            |    0.00      
2021#9#9 11#37#6       |      88.38             |     84.45            |    0.00      
2021#9#9 11#37#8       |      88.42             |     84.48            |    0.00      
2021#9#9 11#37#20       |      88.67             |     84.65            |    0.00      
2021#9#9 11#37#22       |      88.72             |     84.68            |    0.00      
2021#9#9 11#37#34       |      88.97             |     84.84            |    0.00      
2021#9#9 11#37#36       |      89.01             |     84.87            |    0.00      
2021#9#9 11#37#48       |      89.26             |     85.03            |    0.00      
2021#9#9 11#37#50       |      89.30             |     85.06            |    0.00      
2021#9#9 11#38#2       |      89.55             |     85.22            |    0.00      
2021#9#9 11#38#4       |      89.59             |     85.25            |    0.00      
2021#9#9 11#38#16       |      89.84             |     85.41            |    0.00      
2021#9#9 11#38#18       |      89.88             |     85.44            |    0.00      
2021#9#9 11#38#30       |      90.13             |     85.60            |    0.00      
2021#9#9 11#38#32       |      90.17             |     85.62            |    0.00      
2021#9#9 11#38#44       |      90.41             |     85.78            |    0.00      
2021#9#9 11#38#46       |      90.45             |     85.81            |    0.00      
2021#9#9 11#38#58       |      90.69             |     85.97            |    0.00      
2021#9#9 11#39#0       |      90.73             |     86.00            |    0.00      
2021#9#9 11#39#12       |      90.98             |     86.16            |    0.00      
2021#9#9 11#39#14       |      91.02             |     86.19            |    0.00      
2021#9#9 11#39#26       |      91.26             |     86.34            |    0.00      
2021#9#9 11#39#28       |      91.30             |     86.37            |    0.00      
2021#9#9 11#39#41       |      91.55             |     86.54            |    0.00      
2021#9#9 11#39#43       |      91.60             |     86.56            |    0.00      
2021#9#9 11#39#55       |      91.84             |     86.72            |    0.00      
2021#9#9 11#39#57       |      91.88             |     86.75            |    0.00      
2021#9#9 11#40#9       |      92.12             |     86.91            |    0.00      
2021#9#9 11#40#11       |      92.16             |     86.94            |    0.00      
2021#9#9 11#40#23       |      92.40             |     87.09            |    0.00      
2021#9#9 11#40#25       |      92.44             |     87.12            |    0.00      
2021#9#9 11#40#37       |      92.68             |     87.28            |    0.00      
2021#9#9 11#40#39       |      92.72             |     87.31            |    0.00      
2021#9#9 11#40#51       |      92.95             |     87.46            |    0.00      
2021#9#9 11#40#53       |      93.00             |     87.49            |    0.00      
2021#9#9 11#41#5       |      93.23             |     87.65            |    0.00      
2021#9#9 11#41#7       |      93.27             |     87.67            |    0.00      
2021#9#9 11#41#19       |      93.51             |     87.83            |    0.00      
2021#9#9 11#41#21       |      93.55             |     87.86            |    0.00      
2021#9#9 11#41#33       |      93.78             |     88.02            |    0.00      
2021#9#9 11#41#35       |      93.82             |     88.04            |    0.00      
