-0.70269,0.71152
-0.73008,0.68339
-0.75635,0.6542
-0.78145,0.624
-0.80535,0.59284
-0.828,0.56076
-0.84938,0.52782
-0.86944,0.49407
-0.88817,0.45955
-0.90553,0.42433
-0.92149,0.38845
-0.93603,0.35198
-0.94913,0.31496
-0.96076,0.27745
-0.97091,0.23952
-0.97957,0.20121
-0.98671,0.1626
-0.99233,0.12374
-0.99643,0.084684
-0.99898,0.045499
-1,0.0062442
-0.99947,-0.03302
-0.99741,-0.072234
-0.9938,-0.11134
-0.98867,-0.15027
-0.982,-0.18897
-0.97383,-0.22737
-0.96415,-0.26543
-0.95299,-0.30308
-0.94035,-0.34026
-0.92627,-0.37691
-0.91076,-0.41299
-0.89384,-0.44843
-0.87555,-0.48317
-0.8559,-0.51717
-0.83494,-0.55038
-0.81269,-0.58273
-0.78918,-0.61419
-0.76446,-0.6447
-0.73856,-0.67422
-0.71152,-0.70269
-0.68339,-0.73008
-0.6542,-0.75635
-0.624,-0.78145
-0.59284,-0.80535
-0.56076,-0.828
-0.52782,-0.84938
-0.49407,-0.86944
-0.45955,-0.88817
-0.42433,-0.90553
-0.38845,-0.92149
-0.35198,-0.93603
-0.31496,-0.94913
-0.27745,-0.96076
-0.23952,-0.97091
-0.20121,-0.97957
-0.1626,-0.98671
-0.12374,-0.99233
-0.084684,-0.99643
-0.045499,-0.99898
-0.0062442,-1
0.03302,-0.99947
0.072234,-0.99741
0.11134,-0.9938
0.15027,-0.98867
0.18897,-0.982
0.22737,-0.97383
0.26543,-0.96415
0.30308,-0.95299
0.34026,-0.94035
0.37691,-0.92627
0.41299,-0.91076
0.44843,-0.89384
0.48317,-0.87555
0.51717,-0.8559
0.55038,-0.83494
0.58273,-0.81269
0.61419,-0.78918
0.6447,-0.76446
0.67422,-0.73856
0.70269,-0.71152
0.73008,-0.68339
0.75635,-0.6542
0.78145,-0.624
0.80535,-0.59284
0.828,-0.56076
0.84938,-0.52782
0.86944,-0.49407
0.88817,-0.45955
0.90553,-0.42433
0.92149,-0.38845
0.93603,-0.35198
0.94913,-0.31496
0.96076,-0.27745
0.97091,-0.23952
0.97957,-0.20121
0.98671,-0.1626
0.99233,-0.12374
0.99643,-0.084684
0.99898,-0.045499
1,-0.0062442
0.99947,0.03302
0.99741,0.072234
0.9938,0.11134
0.98867,0.15027
0.982,0.18897
0.97383,0.22737
0.96415,0.26543
0.95299,0.30308
0.94035,0.34026
0.92627,0.37691
0.91076,0.41299
0.89384,0.44843
0.87555,0.48317
0.8559,0.51717
0.83494,0.55038
0.81269,0.58273
0.78918,0.61419
0.76446,0.6447
0.73856,0.67422
0.71152,0.70269
0.68339,0.73008
0.6542,0.75635
0.624,0.78145
0.59284,0.80535
0.56076,0.828
0.52782,0.84938
0.49407,0.86944
0.45955,0.88817
0.42433,0.90553
0.38845,0.92149
0.35198,0.93603
0.31496,0.94913
0.27745,0.96076
0.23952,0.97091
0.20121,0.97957
0.1626,0.98671
0.12374,0.99233
0.084684,0.99643
0.045499,0.99898
0.0062442,1
-0.03302,0.99947
-0.072234,0.99741
-0.11134,0.9938
-0.15027,0.98867
-0.18897,0.982
-0.22737,0.97383
-0.26543,0.96415
-0.30308,0.95299
-0.34026,0.94035
-0.37691,0.92627
-0.41299,0.91076
-0.44843,0.89384
-0.48317,0.87555
-0.51717,0.8559
-0.55038,0.83494
-0.58273,0.81269
-0.61419,0.78918
-0.6447,0.76446
-0.67422,0.73856
-0.70269,0.71152
-0.73008,0.68339
-0.75635,0.6542
-0.78145,0.624
-0.80535,0.59284
-0.828,0.56076
-0.84938,0.52782
-0.86944,0.49407
-0.88817,0.45955
-0.90553,0.42433
-0.92149,0.38845
-0.93603,0.35198
-0.94913,0.31496
-0.96076,0.27745
-0.97091,0.23952
-0.97957,0.20121
-0.98671,0.1626
-0.99233,0.12374
-0.99643,0.084684
-0.99898,0.045499
-1,0.0062442
-0.99947,-0.03302
-0.99741,-0.072234
-0.9938,-0.11134
-0.98867,-0.15027
-0.982,-0.18897
-0.97383,-0.22737
-0.96415,-0.26543
-0.95299,-0.30308
-0.94035,-0.34026
-0.92627,-0.37691
-0.91076,-0.41299
-0.89384,-0.44843
-0.87555,-0.48317
-0.8559,-0.51717
-0.83494,-0.55038
-0.81269,-0.58273
-0.78918,-0.61419
-0.76446,-0.6447
-0.73856,-0.67422
-0.71152,-0.70269
-0.68339,-0.73008
-0.6542,-0.75635
-0.624,-0.78145
-0.59284,-0.80535
-0.56076,-0.828
-0.52782,-0.84938
-0.49407,-0.86944
-0.45955,-0.88817
-0.42433,-0.90553
-0.38845,-0.92149
-0.35198,-0.93603
-0.31496,-0.94913
-0.27745,-0.96076
-0.23952,-0.97091
-0.20121,-0.97957
-0.1626,-0.98671
-0.12374,-0.99233
-0.084684,-0.99643
-0.045499,-0.99898
-0.0062442,-1
0.03302,-0.99947
0.072234,-0.99741
0.11134,-0.9938
0.15027,-0.98867
0.18897,-0.982
0.22737,-0.97383
0.26543,-0.96415
0.30308,-0.95299
0.34026,-0.94035
0.37691,-0.92627
0.41299,-0.91076
0.44843,-0.89384
0.48317,-0.87555
0.51717,-0.8559
0.55038,-0.83494
0.58273,-0.81269
0.61419,-0.78918
0.6447,-0.76446
0.67422,-0.73856
0.70269,-0.71152
0.73008,-0.68339
0.75635,-0.6542
0.78145,-0.624
0.80535,-0.59284
0.828,-0.56076
0.84938,-0.52782
0.86944,-0.49407
0.88817,-0.45955
0.90553,-0.42433
0.92149,-0.38845
0.93603,-0.35198
0.94913,-0.31496
0.96076,-0.27745
0.97091,-0.23952
0.97957,-0.20121
0.98671,-0.1626
0.99233,-0.12374
0.99643,-0.084684
0.99898,-0.045499
1,-0.0062442
0.99947,0.03302
0.99741,0.072234
0.9938,0.11134
0.98867,0.15027
0.982,0.18897
0.97383,0.22737
0.96415,0.26543
0.95299,0.30308
0.94035,0.34026
0.92627,0.37691
0.91076,0.41299
0.89384,0.44843
0.87555,0.48317
0.8559,0.51717
0.83494,0.55038
0.81269,0.58273
0.78918,0.61419
0.76446,0.6447
0.73856,0.67422
0.71152,0.70269
0.68339,0.73008
0.6542,0.75635
0.624,0.78145
0.59284,0.80535
0.56076,0.828
0.52782,0.84938
0.49407,0.86944
0.45955,0.88817
0.42433,0.90553
0.38845,0.92149
0.35198,0.93603
0.31496,0.94913
0.27745,0.96076
0.23952,0.97091
0.20121,0.97957
0.1626,0.98671
0.12374,0.99233
0.084684,0.99643
0.045499,0.99898
0.0062442,1
-0.03302,0.99947
-0.072234,0.99741
-0.11134,0.9938
-0.15027,0.98867
-0.18897,0.982
-0.22737,0.97383
-0.26543,0.96415
-0.30308,0.95299
-0.34026,0.94035
-0.37691,0.92627
-0.41299,0.91076
-0.44843,0.89384
-0.48317,0.87555
-0.51717,0.8559
-0.55038,0.83494
-0.58273,0.81269
-0.61419,0.78918
-0.6447,0.76446
-0.67422,0.73856
-0.70269,0.71152
-0.73008,0.68339
